Url,NGO Name,Popular Name,Year of Establishment,GuideStar URL,Full Time Staff,Full Time Volunteers,Brief description,Annual Expenditure (Rs in lacs),Year for Annual Expenditure,Impact,Profile pic,Organisation Website,Email,Telephone/ Mobile number,Correspondence  Address,Cause(s),Nature of Intervention,Beneficairies,Focus,Area of Operation: State,PAN
https://www.givingtuesdayindia.org/ngo-detail/13774,TEAR'S FOUNDATION,TEAR'S FOUNDATION,2012,https://guidestarindia.org/Summary.aspx?CCReg=5377 ,10,5,"We help in maintenance and welfare of physically handicapped & mentally retarded children & help such other institute engaged in such activities.
To help & assist physically handicapped & mentally retarded children in there education, food, clothing, shelter & also provide medical assistance to such children.
To grant medical help to poor and deserving persons of any community during epidemic,famine, flood, earthquakes, cyclone or any unforeseen calamity or war or warlike operations.
Affording of medical relief in such manner to senior citizens, poor and deserving persons,mentally and physically handicapped and retarded children.
Distribution of free food and clothing to the poor and needy people.
Helping up poor widows.
To look after the need of children and women, primarily who have been victims of Trafficking, helping to their rescue, counseling, rehabilitation, follow up, reunite them with their families, work extensively to provide psychological support, medical & legal assistance to the child and women victims. Also to raise the issue of trafficking through appropriate channels like press, internet and other media.",,,,,http://www.tearsfoundation.org,tearsfoundation@outlook.in,91-9702658396,"Ground Floor, RoomNo. F/NX-30,,
Mahadev, Kasturba Zopdi Sang No.1, Katrak Road,    Mumbai City, 
Wadala, Mumbai, Maharashtra  400031","Children, Disabled, Education, Healthcare, Women","Intermediary, Support, Network, Direct service","Physically Challenged, Children, Homeless, Elderly, Street Children, Displaced Persons, Disaster Affected, Youth, Slum Dwellers, Mentally Challenged, Women",Rural & Urban,Maharashtra,AACTT2797B
https://www.givingtuesdayindia.org/ngo-detail/10050,TECHNOLOGY INFORMATICS DESIGN ENDEAVOUR,TIDE,1993,https://guidestarindia.org/Summary.aspx?CCReg=2580 ,14,0,"VISION:
Towards a world where innovations positively and equitably impact all sections of society and environment
MISSION:
To develop, adapt and disseminate technological products and processes that meet rural and urban livelihood needs sustainably.",,,"1) Got India NGO award 2014-15.
2)Currently executing 4 CSR projects.
3) Core partners with Department of Science & Technology,New Delhi. (Government of India).",,http://www.tide-india.org,info@tide-india.org,"91-80-23612032, 91-80-23612031","No. 19 9th Cross,
6th Main, Malleshwaram    Bengaluru (Bangalore) Urban, 
Bangalore, Karnataka  560003","Environment, Livelihoods",Direct service,"Urban poor, Plants, Students, Rural Poor, Youth, NGOs, Women, Farmers / Farm Labourers",Rural & Urban,Karnataka,AAATT1118N
https://www.givingtuesdayindia.org/ngo-detail/38134,TERRE DES HOMMES CHILDREN'S ORGANISATION FOR RELIEF AND EDUCATION,TERRE DES HOMMES CORE,1994,https://guidestarindia.org/Summary.aspx?CCReg=10615 ,,,"TERRE DES HOMMES CORE TRUST IS A REGISTERED NGO WORKING FOR CHILDREN IN DISTRESS, FOR THE REHABILITATION OF CHILDREN WITH DISABILITIES AND FOR CHILDREN IN NEED OF CARE AND PROTECTION.",,,"EMERGENCY SERVICES:
1- we have implemented Childline 1098 the first national 24-hour free emergency phone outreach service for children in need of care and protection covering in the districts of Tiruvannamalai and Vellore
2 - CCRS - Children in Contact at Railway Station is a programme in partnership with Railway children India with the aim of identifying unaccompanied children at Salem Railway Junction",,https://tdhcore.org/online/,info@tdhcore.in,91-9843493557,"102, Perumbakkam Road,,
Anai Pirandhan Village    Tiruvannamalai, 
Tiruvannamalai, Tamil Nadu  606603","Children, Disabled, Education","Direct service, Support","Adolescents, Children, HIV+, Mentally Challenged, Orphans, Rural Poor, Street Children, Tribals",Rural & Urban,Tamil Nadu,AAATT0451C
https://www.givingtuesdayindia.org/ngo-detail/21837,TGG Foundation Charitable Trust,TGG FOUNDATION,2014,https://guidestarindia.org/Summary.aspx?CCReg=10456 ,1,2,TGG Foundation is a self sustaining not-for-profit Public Charitable Trust registered in Wayanad (August 2014) with 12A & 80G registration. Its main object is to create livelihood opportunities for women to make them financially independent in rural areas. In addition to this We also offer research based education on sustainable living practice for students from across the world. Jai Kisaan Movement is to uplift the farming community and encourage them to practice ethical principles in cultivation. Our Humanity First mission is to address various social issues. We maintain a safe distance from all religious and political activities. Our mission is to make the world a better place to live.,,,,,http://tggfct.org,tggfct@gmail.com,91-9995329536,"Wayanad Country Homes,
Onneyar    Wayanad, 
Vaduvanchal-P.O, Kerala  673581","Education, Livelihoods, Women","Support, Direct service","Children, Homeless, Elderly, Girl Child, Street Children, Students, Volunteers, Rural Poor, Youth, Tribals, Women, Farmers / Farm Labourers",Rural,All India,AACTT4554A
https://www.givingtuesdayindia.org/ngo-detail/5362,The Aangan Trust,,2000,https://guidestarindia.org/Summary.aspx?CCReg=114 ,57,,"Aangan works to strengthen India's child protection system so that even the most vulnerable child can have access to a safe childhood. We work with children who are at risk of child marriage, trafficking, violence and abuse, or hazardous work.
Our prevention model for most vulnerable villages/urban bastis/districts facilitates working relationships between most marginalized women and children in hotspots and key child protection officialslike police, education officials, child marriage prohibition officer and labor officials. Aangan works across 75 hotspots in 23 districts.
We also work with government functionaries to strengthen systems of response, recovery and reintegration for child survivors of serious harm.",,,"In 2015-16, we worked with 56,169 vulnerable children from 16,223 most marginalized families to:
- Increase technical skills on child protection for 509 barefoot child protection volunteers
- 14593 vulnerable children were enabled to effectively avert and respond to varied forms of child harm
- 11597 girls affected change for themselves and others in the community
- 9204 children remained safe through customized safety plans created by children to address their own individual safety needs
- 3356 were empowered boys have been gender-sensitized by revisiting societal norms around gender roles
- 2652 at-risk boys were kept safe from serious harm through identification and planning around personal risk triggers
- 354 unique group initiatives spread across 40 hotspots have responded to specific need-based community child harm issues",,http://www.aanganindia.org,contact@aanganindia.org,,"101 Arun Chambers,
Tardeo Road, Tardeo    Mumbai City, 
Mumbai, Maharashtra  400034","Children, Education, Women",Direct service,"Children, Girl Child, Adolescents",Rural & Urban,BiharMaharashtraOdishaRajasthanUttar PradeshWest BengalBiharMaharashtraOdishaRajasthanUttar PradeshWest Bengal,AAATT5502G
https://www.givingtuesdayindia.org/ngo-detail/16651,"The Action Northeast Trust (""the ant"")",the ant,2000,https://guidestarindia.org/Summary.aspx?CCReg=7237 ,68,,"the ant is a 16 years old organization (www.theant.org) based in Rowmari in Chirang district of Assam. It works at two levels, directly at grassroots for furthering the pace of development in the areas mainly falling under the Bodoland Territorial Council, and at another level whereby it carries out capacity building training and networks with other institutions for advocacy.the ant’s current work can be split into 4 major initiatives:
1. Rural development
2. Aagor - weaving enterprise
3. IDeA - NGO training institute
4. TACT (The Ants Craft Trust)",,,"1. Provided treatment for more than 1100 mentally-ill patients each month in various areas of lower Assam
2. Re-generating interest in science education and growth of scientific temper amongst teachers and children of intervention schools
3. Reaching out to more than 4000 children of primary and middle level government schools with improved science education and sports for holistic development.",,http://theant.org,mail@theant.org,,"The Ant, Udangshri Dera,
P.O. Khagrabari, Near ABSU office    Chirang, 
Rowmari, Assam  783380","Livelihoods, Advocacy","Advocacy & Campaigning, Support, Network, Direct service, Grant-making","Children, Homeless, Girl Child, Adolescents, Displaced Persons, Disaster Affected, Adults, Students, Ethnic Groups, Weavers, Teachers, Juvenile, Rural Poor, Youth, NGOs, Tribals, Mentally Challenged, Women, Healthcare Workers, Farmers / Farm Labourers",Rural,AssamManipurMeghalaya,AAATT6871E
https://www.givingtuesdayindia.org/ngo-detail/7130,The Ayauskam,,1998,https://guidestarindia.org/Summary.aspx?CCReg=1046 ,11,7,"THE AYAUSKAM is a professionally managed committed NGO active in community capacity building and issue based networking. The primary focus of THE AYAUSKAM is on the problems of the poor in their struggle to obtain a life of justice and dignity. Health & Nutrition, Food security ,women empowerment and empowerment of the community for self-governance are the most important components of its mission. Gender Justice, Natural resource management and livelihood security are out primary areas of concern!!",,,"1. we have identified 560 SAM children and refereed to Nutrition camp and NRC.
2. we have empower on governance to 368 Elected women representatives for their good governance delivery at Grampanchyat/village level.
3. we have formed 102 nos of WSHGs and linkages with bank for better their livelihood.",,http://www.ayauskam.org,ayauskam@rediffmail.com,91-7683857858,"BRAHMIN PADA,WARD NO-12,
KHARIAR PIN-766107    Nuapada, 
KHARIAR, Odisha  766107","Healthcare, Livelihoods, Women","Advocacy & Campaigning, Support, Network, Direct service","Urban poor, Physically Challenged, Children, Plants, Girl Child, Adolescents, Medical Practioners, Dalits, HIV+, Adults, Lesbian / Gays / Bisexuals / Transgender, Patients, Rural Poor, Youth, Tribals, Women, Healthcare Workers, Blood Donors, Farmers / Farm Labourers",Rural & Urban,Odisha,AAAAA4835C
https://www.givingtuesdayindia.org/ngo-detail/9483,THE CORBETT FOUNDATION,TCF,1994,https://guidestarindia.org/Summary.aspx?CCReg=2280 ,94,0,"The Corbett Foundation was established in 1994 by Mr. Dilip D. Khatau.The Corbett Foundation (TCF) is fully dedicated to the cause of wildlife conservation, environmental awareness, community outreach programmes, tribal welfare, alternate livelihoods and sustainable development initiatives.From a small beginning in 1994 in Corbett, TCF has over the years grown into one of the foremost NGOs working in Kanha and Bandhavgarh tiger reserves and around the Rann of Kutch. TCF reaches out to over 50000 people annually from around 300 villages to which it extends its projects and schemes.",,,"(1) Pioneer the Cattle Compensation Scheme in Corbett Landscape in 1995. A total of 12,171 livestock depredation cases have been recorded from 1997-98 to 2013-14 and a total interim compensation of INR 14,143,824 have been paid under the scheme. The amount is equivalent to around USD 231,866. During the financial year 2014-15, an expenditure of Rs. 10,53,307 was incurred in paying Interim Relief to all the affected locals. (http://corbettfoundation.org/what-we-do.php#wildlife-conservation)
(2) Provided vocational and livelihood skills to over 2500 unemployed youth from the tiger reserves of Corbett, Kanha, bandhavgarh and Kaziranga from July 2012 to March 2016 with over 75% success rate of placement.
(3) Promoted solar lights and other energy-efficient initiatives such as biogas and smart stoves for the forest-dependent communities and forest department field staff.",,http://www.corbettfoundation.org,info@corbettfoundation.org,91-9820231239,"The Corbett Foundation Care of Conservation Corporation of India 81-88, Atlanta, 8th floor, N...,
Nariman Point    Mumbai Suburban, 
Churchgate, Maharashtra  400021","Animal Welfare, Environment, Livelihoods","Advocacy & Campaigning, Network, Direct service","Weavers, Patients, Artisans, Rural Poor, Animals / Birds, Youth, Tribals, Women",Rural,Arunachal PradeshAssamGujaratMadhya PradeshMaharashtraUttarakhand,AAATT9915H
https://www.givingtuesdayindia.org/ngo-detail/22074,THE CREDENCE,,2002,https://guidestarindia.org/Summary.aspx?CCReg=2283 ,44,65,"‘The Credence’ registered in 2002 is an all India Character organization, dedicated to imparting knowledge, skills and awareness amongst the poorest strata of the society with emphasis on employment generation, looking after destitute, empowering women, water harvesting, preventing AIDS and other health hazards, drug de-addiction, witness protection and awareness about environment and hygiene.Training to thefarmer and commuted to the uplift of Rural,semi urban and tribal India.",,,"Education
health
Environment
training to the farmer
Shelter to the Homeless",,http://thecredence.in,thecredence@gmail.com,,"1,BVK,EKTA VIHAR,
SECTOR-6,R K PURAM    South West Delhi, 
New Delhi, Delhi  110022","Environment, Healthcare, Livelihoods, Women","Advocacy & Campaigning, Support, Direct service","Children, Homeless, Domestic Workers, Elderly, Girl Child, Adolescents, Adults, Beggars, NGOs, Migrants",Rural & Urban,Delhi,AAATT7356G
https://www.givingtuesdayindia.org/ngo-detail/13266,THE CRESCENT FOUNDATION,,2008,https://guidestarindia.org/Summary.aspx?CCReg=5033 ,10,30,"We, The Crescent Foundation, are an award-winning NGO working for the upliftment of social standards in the following five domains Education, Health, Social, Aesthetic, Athletic, We have successfully carried out some very innovative projects that have been strongly acknowledged by the administrative authorities (plz see on our facebook account http://www.facebook.com/TheCrescentFoundation)",,,"THE CRESCENT FOUNDATION, NANDED
Annual Report for Year Ended 31 March 2011
Annual Report 2010-2011
From 1 July 2010, A Unit was Establish of
1) Mahiti v Suvidha Sub-center
THE CRESCENT FOUNDATION established a “Mahiti v Suvidha Upkendra” at Degloor Naka Slum Areas for the service of citizens. This centre has affiliation and license by Districts Setu Samiti which runs under the District Collector.
2) Awareness Program For Blood Donors Directory (NBDD)
THE CRESCENT FOUNDATION ran a unique Project of “Nanded Blood Donors Directory”. For this project, the TCF distributed 100000 hand bills as an appeal for all people to join the “NBBD” for our social responsibility. This directory is useful & easily available at all hospital reception counters for requirement of blood bottle to needy patients.
3) HIV/AIDS PREVENTION & CONTROL PROGRAM (HIV/AIDS PCP)
THE CRESCENT FOUNDATION held a lecture on “HIV/AIDS PREVENTION & CONTROL. (HIV/AIDS PCP)”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (HIV/AIDS PCP) as a tool to support their lives. In this Seminar the 100 to 110 boys and girls were present.
4) HEALTH CHECKUP & TREATMENT CAMP (HCTC)
THE CRESCENT FOUNDATION held one day Health checkup and treatment camp Nanded. In this camp the participant women, youths and girls were checked for their general health and given the suggestions by reputed doctors. In this camp, 75 to 100 women, youths and girls were present.
5) Camp for appointment of youths in BPO companies.(CAYBPOC)
THE CRESCENT FOUNDATION held a camp for appointment in BPO companies at Aurangabad. The interview camp was held in Hotel Taj Patil, Nanded. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (CAYBPOC) as a tool to support their lives. In this Seminar the 150 to 200 boys and girls were present.
6) Self Employment Program (SEP)
THE CRESCENT FOUNDATION held a lecture on “Self Employment Program (SEP)”.During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (SEP) as a tool to support their lives. In this Seminar the 190 to 200 boys and girls were present.
7) Pollution Control Program (PCP)
THE CRESCENT FOUNDATION held a lecture on “POLLUTION CONTROL PROGRAMME. (PCP)”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (PCP) as a tool to support their lives. In this Seminar the 300 to 320 boys and girls were present.
8) Personal Hygienic Lecture.(PHL)
THE CRESCENT FOUNDATION held a lecture on “PERSONAL HYGENIC LECTURE. (PHL)”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (PHL) as a tool to support their lives. In this Seminar the 180 to 190 boys and girls were present.
9) Health & Sanitation Awareness Program In Slum Area (HSAPSA)
THE CRESCENT FOUNDATION held a program on “Health & Sanitation Awareness Program (HSAPSA)”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (HSAPSA) as a tool to support their lives. In this Seminar the 60 to 75 boys and girls were present.
10) Youth & Adults Development in School (YADS)
THE CRESCENT FOUNDATION held A Lecture on “Youth and Adult Development in School (YADS)”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (SBHAP) as a tool to support their lives. In this Seminar the 100 to 110 boys and girls were present.
11) Games & Sports Program In Slum Areas (GSPSA)
THE CRESCENT FOUNDATION held a “Program on Games and Sports in Slum Area (GSPSA)” on this day the TCF distributed 100-150 gifts to slums areas woman on occasion of this program.
THE CRESCENT FOUNDATION, NANDED
Annual Report for Year Ended 31 March 2012
Annual Report 2011-2012
1) Awareness Program for Women Empower.
THE CRESCENT FOUNDATION held a Program on “Awareness Program for Women Empower”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (APWE) as a tool to support their lives. In this Seminar the 100 to 110 boys and girls were present.
2) Leadership Development Program for Minority Women & Girls.
THE CRESCENT FOUNDATION held a lecture on “Leadership Development Program For Minority Women & Girls.” During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (LDPMWG) as a tool to support their lives. In this Seminar the 200 to 210 boys and girls were present.
3) A Program on “School Abhiyan “ for School Children.( 18 Schools)
THE CRESCENT FOUNDATION held A campaigning for 18 schools in Nanded city for their required documents to further education in future education. 
4) Blood Donation Camp
THE CRESCENT FOUNDATION held Blood Donation Camp at Basmat city, in this camp 220 donors donated their blood. This is a record in the Nanded district.
5) Free Health Check-Up & Treatment Camp.
THE CRESCENT FOUNDATION held one day Health checkup and treatment camp Nanded. In this camp the participation of Women, youths and Girls was checkup their general health and take the suggestion by reputed Dr’s in this camp the 210 to 220 women, youths and girls were present.
6) Free Ration Card Processing Camps (6 Camps)
THE CRESCENT FOUNDATION held A campaigning forFree Ration Card Processing Camps ( 6 Camps ) in Nanded city in this camps 2400 family are take benefit from this camps. 
7) Tree Plantation Awareness program
THE CRESCENT FOUNDATION held A Lecture on “Tree Plantation Awareness program” during program the participation youths was upgrade knowledge for need of tree to our life. In this workshop the 100 to 110 Youths were present.
THE CRESCENT FOUNDATION, NANDED
Annual Report for Year Ended 31 March 2012
Annual Report 2012-2013
1) Awareness Program for Women Empower.
THE CRESCENT FOUNDATION held a Program on “Awareness Program for Women Empower”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (APWE) as a tool to support their lives. In this Seminar the 150 to 160 boys and girls were present.
2) Personality & skill Development Programme.
THE CRESCENT FOUNDATION was run a unique Project of “Personality & skill Development Programme”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of civil society shared their best practices regarding using (PSDP) as a tool to support their lives. In this Seminar the 300 to 320 boys and girls were present.
3) Leadership Development Program for Minority Women & Girls.
THE CRESCENT FOUNDATION held a lecture on “Leadership Development Program For Minority Women & Girls.” During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of Minority from civil society shared their best practices regarding using (LDPMWG) as a tool to support their lives. In this Seminar the 150 to 160 boys and girls were present.
4) Personality & skill Development Workshop.
THE CRESCENT FOUNDATION was run a unique Project of “Personality & skill Development Workshop”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of civil society shared their best practices regarding using (PSDW) as a tool to support their lives. In this Seminar the 250 to 300 boys and girls were present.
5) A Program on “School Abhiyan “ for School Children.( 12 Schools)
THE CRESCENT FOUNDATION held A campaigning for 12 schools in Nanded city for their required documents to further education in future education. 
6) Personality & skill Development Workshop.
THE CRESCENT FOUNDATION was run a unique Project of “Personality & skill Development Workshop”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of civil society shared their best practices regarding using (PSDW) as a tool to support their lives. In this Seminar the 500 to 550 boys and girls were present
7) Nanded Blood Donors Directory camp.
THE CRESCENT FOUNDATION Initiate a Noble cause Project that is “Nanded Blood Donors Directory” the directory was use full needy and causality patient need. Our mission is 10000 valuators blood donors are available to serve the needy patients by giving their blood. We organized a camp for donors registration drives in our city. In this camp the 1200 valuators are register their name as donors. 
8) Free Health Check-Up & Treatment Camp.
THE CRESCENT FOUNDATION held one day Health checkup and treatment camp Nanded. In this camp the participation of Women, youths and Girls was checkup their general health and take the suggestion by reputed Dr’s in this camp the 150 to 160 women, youths and girls were present.
9) Nanded Blood Donors Directory camp.
THE CRESCENT FOUNDATION Initiate a Noble cause Project that is “Nanded Blood Donors Directory” the directory was use full needy and causality patient need. Our mission is 10000 valuators blood donors are available to serve the needy patients by giving their blood. We organized a camp for donors registration drives in our city. In this camp the 900 valuators are register their name as donors. 
10) Personality & skill Development Workshop.
THE CRESCENT FOUNDATION was run a unique Project of “Personality & skill Development Workshop”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of civil society shared their best practices regarding using (PSDW) as a tool to support their lives. In this Seminar the 500 to 550 boys and girls were present
11) Pollution Control Awareness Program
THE CRESCENT FOUNDATION held A Lecture on “POLLUTION CONTROL PROGRAMME. (PCP)” during program the participation youths was upgrade knowledge of Pollution control for our world. Youths from civil society shared their best practices regarding using (PCP) as a tool to support their life; in this workshop the 90 to 100 Youths are presented.
12) skill Development Programme.
THE CRESCENT FOUNDATION was run a unique Project of “skill Development Programme”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of civil society shared their best practices regarding using (SDP) as a tool to support their lives. In this Seminar the 200 to 220 boys and girls were present.
13) skill Development Workshop.
THE CRESCENT FOUNDATION was run a unique Project of “skill Development Workshop”. During the seminar the participant boys and girls were upgraded with knowledge about availability of schemes for them. Boys and girls of civil society shared their best practices regarding using (SDW) as a tool to support their lives. In this Seminar the 310 to 320 boys and girls were present.",,http://www.thecrescentfoundation.in,nnd.tcf@gmail.com,91-9823954885,"1-4-48, MAULANA AZAD NAGAR,
BEHIND JANTA MARKET    Nanded, 
NANDED, Maharashtra  431602","Education, Healthcare","Advocacy & Campaigning, Support, Direct service","Urban poor, Physically Challenged, Construction Workers, Children, Homeless, Orphans, Adolescents, Street Children, Disaster Affected, Rickshawallahs / Drivers, Adults, Students, Patients, Youth, NGOs, Slum Dwellers, Tribals, Mentally Challenged, Women, Healthcare Workers, Blood Donors, Truckers",Rural & Urban,All India,AABAT7595F
https://www.givingtuesdayindia.org/ngo-detail/15513,THE DOCTORS UNITED CHARITABLE TRUST,DUCT,2012,https://guidestarindia.org/Summary.aspx?CCReg=6510 ,5,6,"“THE DOCTORS UNITED CHARITABLE TRUST (DUCT)” is a Non-profit Organization reg u/s 12A and 80G of IT act of India. Its mission is to provide free quality medical services to the poor and needy along with creation of medical and Social awareness in the society.
We conduct free medical camps, medical screening programs, awareness programs on organ donation, eye donation and non communicable diseases, etc in rural and urban areas .
We work to prevent all kinds of diseases and epidemics and improve health by inoculation, provision of nutritious diet to the poor, needy and the socially or economically backward people.
We believe that the community has two kinds of people. One being Patients and other who are turning into patients. We wish to change that and keep people for turning into patients and create a disease free society.",,,"Puducherry Young Social Change Maker Award - 2015
Seeds of Kalam Award - 2015",,http://www.ductworld.org,contact.duct@gmail.com,91-9789693310,"III floor, Daffodil Apartments,
Airport Main Road, Lawspet    Puducherry, 
Puducherry, Puducherry  605008",Healthcare,"Intermediary, Advocacy & Campaigning, Support, Direct service, Grant-making","Urban poor, Chronically Ill, Children, Elderly, Organ Donors, Medical Practioners, Disaster Affected, HIV+, Adults, Volunteers, Patients, Youth, NGOs, Mentally Challenged, Healthcare Workers, Blood Donors",Rural & Urban,Puducherry,AACTT3341F
https://www.givingtuesdayindia.org/ngo-detail/9912,THE EAST WEST FOUNDATION OF INDIA,TEWFI,1994,https://guidestarindia.org/Summary.aspx?CCReg=2503 ,51,2,"The East West Foundation of India (TEWFI) has operated for over 20 years across 24 villages in Tamil Nadu. We have established a Children's Home for abandoned, destitute and orphaned children, currently giving refuge to 46 children. We provide healthcare through a clinic and a mobile ambulance clinic for remote villages. Our education programs are both modern and innovative with an English Medium Nursery and Primary School, as well as e-Classroom on Wheels Project that gives computer and IT training in rural/remote schools. Our Community Development programs also benefit thousands every year. Finally, rejuvenation of the costal land, water waste management, and water catchment ponds are key in our environmental sustainability programs.",,,,,http://www.tewfi.org,admin@tewfi.org,,"No 6, Kamala Avenue, Off Alamparai Beach Road.,
Kadapakkam Post    Kancheepuram, 
Cheyyur, Tamil Nadu  603304","Children, Education, Environment, Healthcare, Livelihoods","Support, Direct service","Children, Orphans, Plants, Girl Child, Adolescents, Medical Practioners, Students, Teachers, Patients, Rural Poor, Youth, Women, Healthcare Workers",Rural,Tamil Nadu,AAATT8068K
https://www.givingtuesdayindia.org/ngo-detail/8439,The Evangelical Fellowship of India Commission on Relief,EFICOR,1980,https://guidestarindia.org/Summary.aspx?CCReg=1732 ,110,,"National Christian Relief, Development and Training Organisation. Formed in 1967 as a relief wing of Evangelical Fellowship of India (EFI) in the drought hit state of Bihar, EFICOR was registered as a separate society in 1980. EFICOR serves more than 2.50 lakh poor and marginalised households irrespective of caste, creed or religion in situations of poverty, injustice and disaster. At present EFICOR works in 12 States of India.
Our main sector of focus is as follows:
1. Climate Change Adaptation and Disaster Risk reduction programmes
2. Mother and Child Health and Nutrition Programmes
3. HIV/AIDS programmes
4. Urban Poverty programmes
5. Disability Programmes
6. Conflict Resolution and Peace Building Programmes
7. Training, & Academic and research programmes and publications",,,"1. 24,132 households were benefitted through the livelihood (both farm and non-farm based) programmes.
2. 7.27 lakh people in Damoh, Khandwa and Satna districts of MP State, Jalore district in Rajasthan and Pakur district in Jharkhand have been benefitted through Mother and Child Health Programme.
3. 30,817 households affected by disaster received relief assistance as per Sphere Standards and CHS Standards were followed",,http://www.eficor.org,hq@eficor.org,91-9811410277,"308 Mahatta Tower,
B Block Community Centre, Janakpuri    West Delhi, 
New Delhi, Delhi  110058","Community Development, Disabled, Healthcare, Emergency Relief","Advocacy & Campaigning, Support, Network, Direct service","Urban poor, Physically Challenged, Children, Commercial Sex Workers, Girl Child, Adolescents, Dalits, Disaster Affected, HIV+, Adults, Rural Poor, Tribals, Women",Rural & Urban,Delhi,AAATE0123A
https://www.givingtuesdayindia.org/ngo-detail/6194,The Family Planning Association of India,FPA India,1953,https://guidestarindia.org/Summary.aspx?CCReg=543 ,1200,,"Family Planning Association of India established in 1949 is a voluntary organisetion who pioneered the family planning movement in India. It is among the founder members and accredited member of the International Planned Parenthood Federation (IPPF) which is a global leader in Sexual and Reproductive Health. FPA India provides a comprehensive package of Sexual Reproductive Health and Rights (SRHR). Over a period, the association has worked in collaboration with Government of India and various State Governments. The association has established partnerships with national, international agencies and private sector. On an average annually three million SRH services at an affordable price especially to underprivileged and marginalized are provided to one million clients through 1078 service delivery points through 44 branches and projects across the country in 18 states.
Family Planning Association of India has been working on five program areas namely Abortion, Access, Advocacy, Adolescent and AIDS termed as 5A’s within the scope of its work was comprehensive sexual reproductive health and rights.Working with 5 A’s has provided aspecific direction and after 2005, there has been a paradigm shift in the focus areas as well as allowed the Association to retain its work beyond 5 A’s.",,,,,http://www.fpaindia.org,sg@fpaindia.org,"91-22-40863101, 91-22-40863170","1st floor, Bajaj Bhawan,
Nariman Point    Mumbai City, 
Mumbai, Maharashtra  400021","Healthcare, Advocacy",,,Rural & Urban,All India,AAATF0036H
https://www.givingtuesdayindia.org/ngo-detail/18676,The Live Love Laugh Foundation,TLLLF,2015,https://guidestarindia.org/Summary.aspx?CCReg=8427 ,10,,"The foundation seeks to champion the cause of mental health in India, with a focus on depression in particular. 
Over the next few years, The Live Love Laugh Foundation will focus on
Increasing awareness of mental health issues
Reducing the stigma around mental health
Work & collaborate with other NGOs in the field of mental health
Encourage research that would help design local solutions",,,"- Over 16,000 students and 3000 teachers participated in our school mental health awareness workshop 
- Over 1400 GP's trained under our Doctors program
- Supported a community mental health project in Jagaluru, Karnataka 
- Launched India's first ever public mental health media awareness campaign titled 'DobaraPoocho'
-",,http://www.thelivelovelaughfoundation.org,info@thelivelovelaughfoundation.org,,"703, 9th A Main Road, Indiranagar 1st Stage,
Next to Chinmaya Mission Hospital    Bengaluru (Bangalore) Urban, 
Bangalore, Karnataka  560038","Disabled, Healthcare","Advocacy & Campaigning, Support","Elderly, Adolescents, Medical Practioners, Adults, Students, Teachers, Youth, Mentally Challenged, Women",Rural & Urban,All India,AACTT5919M
