,frca
47543,337750095
47544,Not Available
47545,337820047R
47546,Available
47547,337800065 under FCRA 1976
47548,337800082 under FCR act 1
47549,Not Available
47550,Applied
47551,Not Available
47552,Not Available
47553,Available
47554,Not Available
47555,Not Available
47556,Not Available
47557,Not Available
47558,Not Available
47559,Not Available
47560,Not Available
47561,Not Available
47562,Available
47563,Available
47564,Available
47565,Not Available
47566,Available
47567,Available
47568,NO
47569,Available
47570,Not Available
47571,Available
47572,Not Available
47573,Not Available
47574,NO
47575,Not Available
47576,Available
47577,Available
47578,Not Available
47579,Not Available
47580,Not Available
47581,Available
47582,Not Available
47583,Not Available
47584,Not Available
47585,337660023
47586,no
47587,Not Available
47588,Not Available
47589,337750045
47590,Not Available
47591,Not Available
47592,337800167
47593,Available
47594,Not Available
47595,Available
47596,Not Available
47597,Not Available
47598,Not Available
47599,Not Available
47600,Not Available
47601,Available
47602,Not Available
47603,Not Available
47604,Not Available
47605,Not Available
47606,Available
47607,no
47608,Available
47609,Not Available
47610,Not Available
47611,Not Available
47612,Available
47613,Not Available
47614,Not Available
47615,Not Available
47616,Not Available
47617,Not Available
47618,Not Available
47619,Available
47620,Not Available
47621,Not Available
47622,Not Available
47623,Available
47624,Not Available
47625,Not Available
47626,Not Available
47627,Not Available
47628,Not Available
47629,Not Available
47630,Not Available
47631,Available
47632,Available
47633,Available
47634,Not Available
47635,Available
47636,Not Available
47637,Not Available
47638,Not Available
47639,Available
47640,Available
47641,Not Available
47642,Available
47643,Available
47644,Available
47645,Available
47646,Not Available
47647,Not Available
47648,Not Available
47649,Available
47650,Available
47651,Not Available
47652,Available
47653,Available
47654,Not Available
47655,Not Available
47656,Available
47657,Not Available
47658,Available
47659,Available
47660,Available
47661,Available
47662,Not Available
47663,Available
47664,Available
47665,Not Available
47666,337680052
47667,Not Available
47668,NA
47669,25 of 2006
47670,182510036
47671,11/2022178(0004)
47672,184270013
47673,Awaited
47674,no
47675,no
47676,NA
47677,NA
47678,18254002
47679,182500008
47680,182540011
47681,no
47682,Not Available
47683,Not Available
47684,Not Available
47685,Not Available
47686,Available
47687,Not Available
47688,Available
47689,Not Available
47690,Not Available
47691,Not Available
47692,Not Available
47693,Not Available
47694,Not Available
47695,Not Available
47696,Not Available
47697,Not Available
47698,Not Available
47699,Not Available
47700,Not Available
47701,Available
47702,Not Available
47703,Not Available
47704,Not Available
47705,Available
47706,Not Available
47707,Not Available
47708,Available
47709,182450036
47710,182470012
47711,nil
47712,NO
47713,applied
47714,182520019
47715,not applied
47716,None
47717,182470001
47718,nil
47719,-
47720,182540012
47721,N A
47722,182510026
47723,No
47724,NO
47725,no
47726,Nil
47727,Not Available
47728,Not Available
47729,Not Available
47730,Not Available
47731,Not Available
47732,Not Available
47733,Not Available
47734,Not Available
47735,Not Available
47736,Not Available
47737,Not Available
47738,Available
47739,Not Available
47740,Available
47741,182520009
47742,N.A
47743,no
47744,182510033
47745,182540016
47746,182500012
47747,1824200001
47748,Not Applicable
47749,182480001
47750,NA
47751,231660558
47752,No
47753,182520025
47754,no
47755,182520029
47756,136770025
47757,no
47758,152670014
47759,in procees
47760,N.A
47761,No
47762,152670037
47763,152680015
47764,applied for
47765,no
47766,Nil
47767,152760008
47768,Nil
47769,No
47770,NO
47771,Nil
47772,NIL
47773,Nil
47774,206130006
47775,Na
47776,no
47777,Applied for
47778,NIL
47779,206120003
47780,nil
47781,206150017
47782,Nil
47783,nil
47784,206140006
47785,nil
47786,Nil
47787,Not Available
47788,Not Available
47789,Available
47790,Not Available
47791,Not Available
47792,Not Available
47793,Not Available
47794,Not Available
47795,206140003
47796,206130002
47797,none
47798,No
47799,No
47800,NIL
47801,UNDER FIELD SURVEY
47802,206150036
47803,nil
47804,no
47805,206150026/2004
47806,NO
47807,NO
47808,None
47809,4632 of 2004
47810,no
47811,NIL
47812,206150020
47813,NA
47814,347910020
47815,APPLIED
47816,None
47817,na
47818,347960029
47819,no
47820,347900146
47821,applied
47822,347900103
47823,NA
47824,347940017
47825,Applied
47826,347960005
47827,NONE
47828,347960020
47829,None
47830,No347860025
47831,no
47832,347950005
47833,No.
47834,136660020
47835,34790078
47836,347880008
47837,Not registered
47838,347960015
47839,347950003
47840,347900094
47841,347860018
47842,No
47843,347910005
47844,347900010
47845,Not Available
47846,NO
47847,347960035
47848,347990004
47849,no
47850,347990004
47851,347960023
47852,231661502
47853,NA
47854,347860032
47855,136370102
47856,NA
47857,231661249
47858,347900066
47859,NA
47860,347900139
47861,347900020
47862,347960003
47863,NO
47864,347900083
47865,347960041
47866,347890007
47867,347960017
47868,347960017
47869,347980013
47870,347960014
47871,Not Apply
47872,347900084
47873,347910033
47874,347900111
47875,347990008
47876,30070820959
47877,Apply for
47878,347900141
47879,FCRA Regd. No. 347870007
47880,347970003
47881,NA
47882,af
47883,Applied for
47884,no
47885,347900129
47886,347920008
47887,347970010
47888,347860008
47889,Applied
47890,in Process
47891,Nil
47892,nil
47893,347970013
47894,347910034
47895,347880001
47896,NO
47897,347950005
47898,N A
47899,NOT APPLIED
47900,no
47901,347990010
47902,347920023
47903,347970006
47904,347910002
47905,347910002
47906,NO
47907,347940004
47908,347920004
47909,no
47910,136370108
47911,No
47912,no
47913,NA
47914,No
47915,No
47916,347870006
47917,347870006
47918,Nil
47919,NA
47920,347860031
47921,Applied
47922,na
47923,nil
47924,NO
47925,347900090
47926,347980010
47927,NA
47928,NA
47929,applied for
47930,347900131
47931,applied
47932,no
47933,NA
47934,NO
47935,N A
47936,no
47937,347990023
47938,NO
47939,No yet applied
47940,nil
47941,347890004
47942,no
47943,347990016
47944,NOT APPLIED
47945,na
47946,applied for
47947,NA
47948,347970005
47949,347980012R
47950,347970005
47951,no
47952,347890001
47953,347990024
47954,347990024
47955,No
47956,347900155
47957,347920011
47958,347900127
47959,347910018
47960,347990015
47961,347910000
47962,A/F
47963,a/f
47964,347900120
47965,347900013
47966,347900003
47967,no
47968,applid
47969,nil
47970,Applied For
47971,347920019
47972,347920022
47973,3477880003
47974,Applied for FCRA
47975,347900013
47976,347860028
47977,NA
47978,No
47979,136370094
47980,347900138/social
47981,not applicable
47982,None
47983,NO
47984,347920028
47985,NO
47986,NO
47987,No
47988,347900086
47989,347860021
47990,347900142
47991,136750007
47992,no
47993,347960053
47994,347880002
47995,nil
47996,NA
47997,136770025
47998,NA
47999,NA
48000,no
48001,347880011
48002,No
48003,347870008
48004,347900061
48005,Available
48006,Not Available
48007,Not Available
48008,Not Available
48009,Not Available
48010,Not Available
48011,Not Available
48012,Not Available
48013,Not Available
48014,Available
48015,Not Available
48016,Not Available
48017,Not Available
48018,under processing
48019,Not Available
48020,Not Available
48021,Not Available
48022,Not Available
48023,Available
48024,Not Available
48025,Not Available
48026,Available
48027,Not Available
48028,Not Available
48029,347900096
48030,Not Available
48031,Not Available
48032,Available
48033,Not Available
48034,Not Available
48035,Not Available
48036,Available
48037,Not Available
48038,Not Available
48039,Not Available
48040,Available
48041,Not Available
48042,Not Available
48043,Not Available
48044,347990026R
48045,337790028
48046,No
48047,337760004
48048,applied for
48049,Nil
48050,No: 337800001 Dated:28-02
48051,N.A
48052,337800206
48053,No
48054,A/F
48055,NA
48056,337680060
48057,337800114
48058,no
48059,337800116
48060,No
48061,031170210
48062,NA
48063,no
48064,NA
48065,non
48066,031190130
48067,083780016
48068,AF
48069,337750016
48070,Not Applicable
48071,No
48072,NA
48073,Under Registration
48074,031220042
48075,337700005
48076,337680029
48077,NA
48078,NA
48079,not applicable
48080,33768006
48081,337800169
48082,337680011
48083,o31130001
48084,337800113
48085,337820039
48086,NO
48087,NO
48088,337850003
48089,APPLID FOR
48090,337700011
48091,337700004
48092,applied for
48093,No
48094,337660025
48095,337750034
48096,NO
48097,NA
48098,applied for
48099,337820083
48100,147120474
48101,Available
48102,Not Available
48103,Not Available
48104,Available
48105,None
48106,147000027
48107,146940068
48108,147040269
48109,147000104
48110,147110291
48111,147120262
48112,Nil
48113,Applied For
48114,No
48115,147110230
48116,nil
48117,147040200
48118,200800190
48119,applied for
48120,147110520
48121,Processing
48122,147120524
48123,NIL
48124,146990045
48125,147120748
48126,147110553 dated 13 - 12 -
48127,147120722
48128,NA
48129,147110898
48130,147110898
48131,Nil
48132,NA
48133,Applied
48134,No
48135,applied
48136,NONE
48137,applied for
48138,NIL
48139,146990058 in the year 197
48140,applied
48141,Under Process
48142,147110437
48143,None
48144,147120863
48145,NA
48146,147440330
48147,no
48148,NIL
48149,Applied
48150,147110962
48151,147110463
48152,NA
48153,NOT YET
48154,NIL
48155,146940098
48156,NIL
48157,Nil
48158,147040082
48159,NIL
48160,APPLY FOR FILE NO74021220
48161,146920045
48162,NA
48163,no
48164,146920072
48165,147040566
48166,147040093
48167,NA
48168,NA
48169,147000042
48170,147110595
48171,na
48172,NA
48173,nil
48174,147110070
48175,none
48176,NIL
48177,147110023 OF 30-01-1985
48178,NIL
48179,NA
48180,147120458 dated 24/07/199
48181,147110804
48182,NA
48183,147111059
48184,147040479
48185,YES
48186,146920055
48187,NIL
48188,147040198
48189,NA
48190,147110550
48191,147110270
48192,147 120 142
48193,146990049
48194,146990049
48195,147110883
48196,147110014
48197,No
48198,147110014
48199,147110026
48200,147120930
48201,147040521
48202,YET NOT REGISTRARED
48203,NO
48204,147040015
48205,APPLY
48206,NA
48207,NIL
48208,147000093
48209,147120545
48210,147000005
48211,147070038
48212,NA
48213,147110786
48214,None
48215,FCRA147040520
48216,NA
48217,NA
48218,II 21022 74 176 97 FCRA I
48219,147110027
48220,NOT APPLICABLE
48221,NA
48222,147110683
48223,147120404
48224,136470029/1996
48225,NO
48226,nil
48227,none
48228,136570023
48229,0
48230,13650005
48231,appliedfor
48232,136490034
48233,NO
48234,136260007
48235,NO
48236,136220021
48237,NO
48238,136720019
48239,136470078
48240,136470078
48241,No
48242,136470033
48243,NA
48244,136470082
48245,136230059
48246,136550097
48247,Under Process
48248,NO
48249,No
48250,NIL
48251,no
48252,136490016
48253,136250024
48254,NO
48255,136600065
48256,no
48257,apply for this
48258,136280023
48259,N A
48260,No
48261,No
48262,136550185
48263,136470027
48264,APPLIED FOR
48265,136550068
48266,No
48267,136550146
48268,136800007
48269,NO
48270,136590002
48271,NA
48272,136550350
48273,nil
48274,136810019/87
48275,136550468
48276,no
48277,no
48278,A/F
48279,IEC No 0507072511
48280,136810003
48281,applied
48282,137340008
48283,13655306
48284,137410004
48285,Awaited
48286,NIL
48287,NO
48288,No
48289,Nil
48290,NA
48291,136600049
48292,1234
48293,No
48294,No
48295,136310030
48296,No
48297,nil
48298,137400015
48299,no
48300,136760221
48301,no
48302,Applied
48303,136630009
48304,N/A
48305,no
48306,136550075
48307,136550374
48308,136510021
48309,136810045
48310,nill
48311,fcra applied
48312,136260009
48313,136260009
48314,applied
48315,No
48316,NO
48317,0
48318,no
48319,136230146
48320,Under Process
48321,136380056
48322,No
48323,?
48324,136230117 DT 16-10-2003
48325,137190006
48326,yes
48327,NO
48328,N A
48329,NA
48330,applied
48331,136470054/1-june-2004
48332,No
48333,136720015
48334,no
48335,136440033
48336,136440033
48337,Not yet
48338,NA
48339,d3272007
48340,136380067
48341,No
48342,NA
48343,136310050
48344,137280006
48345,136690058
48346,no
48347,136550196
48348,136550196
48349,NA
48350,NO
48351,1171
48352,Applied For
48353,No
48354,xxx
48355,No
48356,NO
48357,N/A
48358,no
48359,136760051
48360,none
48361,137230012
48362,137270008
48363,136510025
48364,136610026
48365,136610026
48366,136610026
48367,No
48368,no
48369,136550446
48370,137340006
48371,NA
48372,Nil
48373,136720002
48374,no
48375,137230010
48376,136270041
48377,136720043
48378,136460031
48379,136550230
48380,no
48381,no
48382,no
48383,No
48384,136460022
48385,136310011
48386,no
48387,none
48388,No
48389,NO
48390,None
48391,136550236
48392,no
48393,136740009
48394,136550227
48395,11150070268
48396,136550238
48397,136530115
48398,136260005
48399,No
48400,137160005
48401,not yet applied
48402,136410046
48403,NO
48404,136440081
48405,136310007
48406,136530012
48407,No
48408,136760120
48409,136230132
48410,Nil
48411,no
48412,no
48413,137370007
48414,136530086
48415,136530070
48416,136550352
48417,NONE
48418,136550352
48419,136550352
48420,NOT APPLICABLE
48421,136760114
48422,136230179
48423,136440114
48424,N. A.
48425,Applied for
48426,NA
48427,136440003
48428,NO
48429,NA
48430,No
48431,No
48432,NA
48433,No
48434,Applied
48435,no
48436,NA
48437,136550266
48438,"136550108, Dt: 19-08-1998"
48439,136380251
48440,A/F
48441,136470087
48442,no
48443,No
48444,Applied For
48445,No
48446,No
48447,NA
48448,137280032
48449,136550380
48450,no
48451,Apply
48452,none
48453,136530048
48454,no
48455,NO
48456,Apply for
48457,no
48458,na
48459,NO
48460,137280028
48461,NIL
48462,136380013
48463,136550379
48464,NIL
48465,136680020
48466,no
48467,136250006
48468,Applied
48469,136530055
48470,applied for
48471,Nil
48472,NO
48473,137280026
48474,No
48475,no
48476,no
48477,No
48478,136550330
48479,NO
48480,NO
48481,applied for registration
48482,no
48483,APPLIED
48484,136210078
48485,NO
48486,No
48487,13622034
48488,no
48489,N A
48490,Na
48491,n.a.
48492,N.A
48493,136550362
48494,136560004
48495,136830005
48496,no
48497,no
48498,136550270
48499,136550270
48500,NA
48501,133003599
48502,For Appilied
48503,NA
48504,136280019
48505,no
48506,NA
48507,no
48508,no
48509,No
48510,nil
48511,Applied
48512,136230171
48513,No
48514,136550216
48515,136310032
48516,136280016
48517,136380028
48518,136530141
48519,no
48520,NA
48521,no
48522,136760132
48523,applied for
48524,136280008
48525,apply
48526,none
48527,Applied
48528,APPLIED FOR
48529,136210029
48530,na
48531,None
48532,347900096
48533,347900173
48534,231661065
48535,347980015
48536,No
48537,136480015
48538,231650446 of 5th July 198
48539,NA
48540,347910004
48541,NIL
48542,347920016
48543,347908160
48544,Applied
48545,no
48546,031170484
48547,347900022
48548,A/F
48549,applied for
48550,347960006
48551,no
48552,under process
48553,no
48554,under processing
48555,no
48556,347910019
48557,n o
48558,347900114
48559,A F
48560,NA
48561,yes
48562,0
48563,136720006
48564,136440021
48565,136630021
48566,NO
48567,136530119
48568,no
48569,N A
48570,n0
48571,136310025
48572,NO
48573,NO
48574,applied
48575,136260032
48576,NO
48577,No
48578,None
48579,No
48580,II/21022/73(58)/2000-fcra
48581,137400013
48582,136500011
48583,no
48584,136310051
48585,"12AA , 80G"
48586,"12AA, 80G"
48587,pan card no AAAAB7761L
48588,No
48589,137420013
48590,no
48591,136570049
48592,136480011
48593,No
48594,on process
48595,on process
48596,Ap[lied for
48597,1376390022
48598,no
48599,NO
48600,no
48601,136380061
48602,"136230094, 05 August 1998"
48603,NO
48604,no
48605,no
48606,136580029
48607,none
48608,136220047
48609,136340018
48610,none
48611,137370011
48612,NA
48613,N.A.
48614,136570013
48615,7300442013
48616,136570047
48617,NA
48618,applied
48619,NO
48620,NA
48621,no
48622,No
48623,NA
48624,136550292
48625,136550292
48626,136320024
48627,137160004
48628,Not Applicable
48629,11210227310393FCRA
48630,136550285
48631,NONE
48632,NO
48633,No
48634,NO
48635,136480010
48636,136690020 / 1987
48637,136480009
48638,136300021
48639,136300021
48640,136720032
48641,n/a
48642,231660394
48643,136310026
48644,136310026
48645,136440098
48646,na
48647,NOT REGISTERED
48648,136490014
48649,no
48650,136260010
48651,136260010
48652,136510026
48653,136780001
48654,under prosess
48655,136560008
48656,II 21022 73 0309 2010 FCR
48657,no
48658,543
48659,136330015
48660,NA
48661,136220029
48662,136330015
48663,136330015
48664,136680017
48665,NA
48666,136550294
48667,4
48668,136440050
48669,NA
48670,na
48671,no
48672,Nil
48673,136530090
48674,APPLIED FOR
48675,136470039
48676,136600026
48677,136270029
48678,no
48679,136760093
48680,136380054
48681,under process
48682,1367 60074
48683,136550148
48684,none
48685,136550202
48686,N0
48687,No
48688,No
48689,Applied for
48690,None
48691,136550469
48692,136760094
48693,no
48694,NA
48695,no
48696,underprocess
48697,no
48698,No
48699,No
48700,No
48701,not obtained
48702,137160009
48703,136550370
48704,136550085
48705,no
48706,no
48707,136420040/22-07-03
48708,136420044
48709,applied
48710,136380058
48711,137240004
48712,no
48713,no
48714,137360010
48715,no
48716,136230112
48717,136440016
48718,1367600098-2002
48719,136460016
48720,136590032
48721,Apply
48722,no
48723,Nill
48724,136550112
48725,136610024
48726,NA
48727,136550241
48728,Nil
48729,n/a
48730,no
48731,no
48732,136530094
48733,136630013
48734,136530094
48735,Nil
48736,137390014
48737,no
48738,applied for
48739,NO
48740,no
48741,136630037
48742,136630037
48743,No
48744,209290005
48745,NA
48746,F7637
48747,not applied
48748,Under Process
48749,No
48750,No
48751,136550325
48752,136550092
48753,136700019
48754,A/F
48755,NA
48756,136220049
48757,231661039
48758,137390008
48759,136550443
48760,applied
48761,Apply on
48762,136590004
48763,will get it done soon
48764,136760134
48765,Applied for
48766,137280041
48767,137280041
48768,136230111
48769,136630033
48770,NA
48771,Applied For
48772,136270020
48773,136550333
48774,nill
48775,applied for
48776,UNDER PROCESS
48777,136530059
48778,NO
48779,na
48780,NOT APPLICABLE
48781,No
48782,No
48783,136550326
48784,no
48785,136490023
48786,136550175
48787,na
48788,no
48789,5698741
48790,56487654
48791,136570042
48792,na
48793,Nil
48794,Applied
48795,00000
48796,136550132
48797,No
48798,no
48799,136550392
48800,136840006
48801,No
48802,NIL
48803,no
48804,no
48805,no
48806,136600041
48807,NO
48808,Nil
48809,no
48810,000000000
48811,Nil
48812,NO
48813,NA
48814,No.
48815,xxx
48816,no
48817,na
48818,7517/v32252
48819,xxx
48820,no
48821,xxx
48822,xxx
48823,xxx
48824,136420034
48825,none
48826,136420036
48827,no
48828,no
48829,no
48830,applied for
48831,136550169
48832,136550169
48833,no
48834,137400012
48835,137400014
48836,136470093
48837,Nil
48838,136530068
48839,no
48840,NONE
48841,136550237
48842,under processing in div.o
48843,No
48844,APPLIED
48845,NO
48846,APPLIED AND EXPECTED
48847,136550394
48848,136270032
48849,NA
48850,0
48851,231660741
48852,231660741
48853,na
48854,Applied
48855,137280036
48856,136530088
48857,NO
48858,na
48859,136250055
48860,136440067
48861,136440088
48862,No
48863,NO
48864,136740012
48865,137190002
48866,136740012
48867,136410049
48868,136740012
48869,No
48870,748
48871,136280039
48872,no
48873,N A
48874,136650305
48875,136760148
48876,136550095
48877,136390028
48878,136810060
48879,no
48880,231660830
48881,no
48882,no
48883,NA
48884,Not applicable
48885,136800008
48886,136310046
48887,NA
48888,136840005
48889,oooo
48890,Apply
48891,137270011
48892,Not Applied
48893,136400011
48894,136550354
48895,No
48896,NA
48897,APPLIED
48898,applied
48899,136380070
48900,136490029
48901,136550234
48902,N.A.
48903,Not Avelable
48904,NA
48905,NA
48906,No.
48907,No
48908,136390012
48909,136600028
48910,no
48911,YES
48912,137420006
48913,NA
48914,NA
48915,NO
48916,n/a
48917,Nil
48918,136270033
48919,no
48920,136670002
48921,NA
48922,136230170
48923,NONE
48924,N.A.
48925,0000
48926,000000000
48927,0570775
48928,NA
48929,none
48930,136310037
48931,nill
48932,136310037
48933,no
48934,na
48935,No
48936,applied
48937,136550404
48938,applied for
48939,No
48940,136270034
48941,137420012
48942,137280034
48943,no
48944,136550346
48945,applied
48946,Nil
48947,no
48948,NO.
48949,no
48950,136550383
48951,No
48952,136380064 Dt 15/02/2008
48953,NIL
48954,12 A 80G 5
48955,no
48956,no
48957,136530085
48958,No
48959,Applied
48960,136530052 Dated-27-03-200
48961,yet to be awarded
48962,No
48963,136760162
48964,no
48965,no
48966,applied for
48967,136560011
48968,no
48969,136230100
48970,aply for
48971,136550272
48972,136590037
48973,136570054
48974,111111111
48975,NO
48976,no
48977,136590012
48978,136420035
48979,No
48980,No
48981,137340002
48982,no
48983,applied for
48984,NA
48985,136550250
48986,NIL
48987,No
48988,136630016
48989,1458(12A)
48990,No
48991,NA
48992,136550427
48993,136780003
48994,no
48995,136550317
48996,no
48997,136580053
48998,NA
48999,no
49000,136210063
49001,no
49002,no
49003,none
49004,No
49005,NA
49006,xxx
49007,1365508339
49008,136760072
49009,136470051
49010,136550167
49011,136300034
49012,No
49013,136520019
49014,136520027
49015,137420018
49016,136380035
49017,136380023
49018,136760157
49019,NO
49020,136410044
49021,no
49022,apply
49023,Not Available
49024,Not Available
49025,Not Available
49026,Not Available
49027,Not Available
49028,Not Available
49029,Not Available
49030,Not Available
49031,Not Available
49032,Not Available
49033,Not Available
49034,Not Available
49035,Not Available
49036,Not Available
49037,Not Available
49038,Not Available
49039,Not Available
49040,Not Available
49041,Not Available
49042,Not Available
49043,Not Available
49044,Not Available
49045,Not Available
49046,Not Available
49047,Not Available
49048,Not Available
49049,Not Available
49050,Not Available
49051,Not Available
49052,Not Available
49053,Not Available
49054,Not Available
49055,Not Available
49056,Not Available
49057,Not Available
49058,Not Available
49059,Not Available
49060,Not Available
49061,Not Available
49062,Not Available
49063,Not Available
49064,Not Available
49065,Not Available
49066,Not Available
49067,Not Available
49068,Not Available
49069,Not Available
49070,Not Available
49071,Not Available
49072,Not Available
49073,Not Available
49074,Not Available
49075,Not Available
49076,Not Available
49077,Not Available
49078,Not Available
49079,Not Available
49080,Available
49081,Not Available
49082,Not Available
49083,Not Available
49084,Available
49085,Not Available
49086,Not Available
49087,Not Available
49088,Not Available
49089,Not Available
49090,Not Available
49091,Not Available
49092,Not Available
49093,Not Available
49094,Not Available
49095,Available
49096,Not Available
49097,Not Available
49098,Not Available
49099,Not Available
49100,Not Available
49101,Not Available
49102,Not Available
49103,Not Available
49104,Not Available
49105,Not Available
49106,Not Available
49107,Available
49108,Not Available
49109,Not Available
49110,Not Available
49111,Not Available
49112,Not Available
49113,Not Available
49114,Not Available
49115,Not Available
49116,Not Available
49117,Not Available
49118,Not Available
49119,Not Available
49120,136250006
49121,Not Available
49122,Not Available
49123,Not Available
49124,Not Available
49125,Not Available
49126,Not Available
49127,Not Available
49128,Not Available
49129,Not Available
49130,Not Available
49131,Not Available
49132,Not Available
49133,Not Available
49134,Not Available
49135,Not Available
49136,Not Available
49137,NO
49138,Not Available
49139,Not Available
49140,Not Available
49141,Not Available
49142,Not Available
49143,Not Available
49144,Not Available
49145,Not Available
49146,Not Available
49147,Not Available
49148,Not Available
49149,Not Available
49150,Not Available
49151,Not Available
49152,Available
49153,Not Available
49154,Not Available
49155,Not Available
49156,Not Available
49157,Not Available
49158,Not Available
49159,Not Available
49160,Not Available
49161,Not Available
49162,Not Available
49163,Not Available
49164,Not Available
49165,Not Available
49166,Not Available
49167,Not Available
49168,Not Available
49169,Not Available
49170,Not Available
49171,Not Available
49172,Not Available
49173,Not Available
49174,Not Available
49175,Not Available
49176,Not Available
49177,Available
49178,Not Available
49179,Not Available
49180,Not Available
49181,Not Available
49182,Not Available
49183,Not Available
49184,Not Available
49185,Not Available
49186,Not Available
49187,Not Available
49188,Not Available
49189,Not Available
49190,Not Available
49191,Not Available
49192,Not Available
49193,Not Available
49194,Not Available
49195,Not Available
49196,Not Available
49197,Not Available
49198,Not Available
49199,Not Available
49200,Not Available
49201,Not Available
49202,Not Available
49203,Not Available
49204,Not Available
49205,Not Available
49206,Not Available
49207,Not Available
49208,Not Available
49209,Not Available
49210,Not Available
49211,Not Available
49212,Available
49213,Not Available
49214,Not Available
49215,Available
49216,Not Available
49217,Not Available
49218,Available
49219,Not Available
49220,Not Available
49221,Not Available
49222,Not Available
49223,Not Available
49224,Not Available
49225,Not Available
49226,Not Available
49227,Not Available
49228,Not Available
49229,Not Available
49230,Not Available
49231,Not Available
49232,Not Available
49233,Available
49234,Not Available
49235,Not Available
49236,Not Available
49237,Not Available
49238,Not Available
49239,Available
49240,Not Available
49241,Not Available
49242,Not Available
49243,Not Available
49244,Not Available
49245,Not Available
49246,Not Available
49247,Not Available
49248,Not Available
49249,Not Available
49250,Not Available
49251,Not Available
49252,Not Available
49253,Not Available
49254,Not Available
49255,Not Available
49256,Available
49257,Not Available
49258,Not Available
49259,Not Available
49260,Not Available
49261,Not Available
49262,Available
49263,Not Available
49264,Not Available
49265,Not Available
49266,Not Available
49267,Available
49268,Not Available
49269,Not Available
49270,Not Available
49271,Not Available
49272,Not Available
49273,Not Available
49274,Not Available
49275,Not Available
49276,Not Available
49277,Not Available
49278,Not Available
49279,Not Available
49280,Not Available
49281,Not Available
49282,Not Available
49283,Not Available
49284,Not Available
49285,Not Available
49286,Not Available
49287,Not Available
49288,Not Available
49289,Not Available
49290,Available
49291,Not Available
49292,Available
49293,Not Available
49294,Not Available
49295,Available
49296,Available
49297,Not Available
49298,Not Available
49299,Not Available
49300,Not Available
49301,Not Available
49302,Not Available
49303,Not Available
49304,Not Available
49305,Not Available
49306,Not Available
49307,Not Available
49308,Not Available
49309,Not Available
49310,Not Available
49311,136830005
49312,Not Available
49313,Not Available
49314,Not Available
49315,Not Available
49316,Not Available
49317,Not Available
49318,Not Available
49319,Not Available
49320,Not Available
49321,Available
49322,Not Available
49323,Not Available
49324,Not Available
49325,Not Available
49326,Not Available
49327,Not Available
49328,Available
49329,Not Available
49330,Not Available
49331,Not Available
49332,Not Available
49333,Not Available
49334,Not Available
49335,Not Available
49336,Not Available
49337,Not Available
49338,Not Available
49339,Not Available
49340,Not Available
49341,Not Available
49342,Not Available
49343,Not Available
49344,Not Available
49345,Not Available
49346,Not Available
49347,Not Available
49348,Not Available
49349,Not Available
49350,Not Available
49351,Not Available
49352,Not Available
49353,Not Available
49354,Not Available
49355,Not Available
49356,Not Available
49357,Not Available
49358,Not Available
49359,Not Available
49360,Available
49361,Not Available
49362,Not Available
49363,Not Available
49364,Not Available
49365,Not Available
49366,Not Available
49367,Not Available
49368,Not Available
49369,Not Available
49370,Not Available
49371,Not Available
49372,Not Available
49373,Not Available
49374,Available
49375,Not Available
49376,Not Available
49377,Not Available
49378,Not Available
49379,Not Available
49380,Not Available
49381,Not Available
49382,Not Available
49383,Not Available
49384,Not Available
49385,Not Available
49386,Not Available
49387,Not Available
49388,Available
49389,Not Available
49390,Not Available
49391,Not Available
49392,Not Available
49393,Not Available
49394,Not Available
49395,Not Available
49396,Not Available
49397,Not Available
49398,Not Available
49399,Not Available
49400,Available
49401,Not Available
49402,Not Available
49403,Not Available
49404,Available
49405,Not Available
49406,Not Available
49407,Not Available
49408,Not Available
49409,Not Available
49410,Available
49411,Not Available
49412,Not Available
49413,Not Available
49414,Not Available
49415,Not Available
49416,Not Available
49417,Not Available
49418,Not Available
49419,Not Available
49420,Not Available
49421,Not Available
49422,Not Available
49423,Available
49424,Not Available
49425,Not Available
49426,Available
49427,Not Available
49428,Not Available
49429,Not Available
49430,Not Available
49431,Not Available
49432,Not Available
49433,Not Available
49434,Not Available
49435,Not Available
49436,Not Available
49437,Not Available
49438,Not Available
49439,Not Available
49440,Not Available
49441,Not Available
49442,Not Available
49443,Not Available
49444,Not Available
49445,136490034
49446,Not Available
49447,Not Available
49448,Available
49449,NA
49450,Not Available
49451,Not Available
49452,Available
49453,Not Available
49454,Not Available
49455,Not Available
49456,Not Available
49457,Available
49458,Not Available
49459,Not Available
49460,Not Available
49461,Not Available
49462,Not Available
49463,Not Available
49464,Not Available
49465,Not Available
49466,Not Available
49467,Not Available
49468,Not Available
49469,136610006
49470,Not Available
49471,Not Available
49472,Available
49473,Not Available
49474,Not Available
49475,Not Available
49476,Not Available
49477,Not Available
49478,Not Available
49479,Not Available
49480,Not Available
49481,Not Available
49482,Not Available
49483,Not Available
49484,Not Available
49485,Not Available
49486,Not Available
49487,Available
49488,Not Available
49489,Not Available
49490,Not Available
49491,Not Available
49492,Not Available
49493,Available
49494,Not Available
49495,Not Available
49496,Not Available
49497,Not Available
49498,Not Available
49499,Not Available
49500,Not Available
49501,Available
49502,Not Available
49503,Not Available
49504,Not Available
49505,Available
49506,Not Available
49507,Not Available
49508,Not Available
49509,Not Available
49510,Not Available
