Url,Name,NGO Name,Collected (in $),Target (in $),Donations (in $),Description,Challenge,Solution,Long-Term Impact,Location,Website,Facebook,Twitter
https://www.globalgiving.org/projects/support-orphan-girl-children-education/,Support orphan girl children education,Kidpower (A Welfare Society),54,2000,3,"The aim of the project is to support the education costs of the orphan girl children living in Manasu home.  The home is a unique place in the city of Visakhapatnam, India. The home is the only exclusive girl center in the city and around 45 children stay in the home. The children go to regular schools and they study well and excel not only in education but also in sports and other activities. Your support will help the children to continue their education for academic year 2019-20.","Every day, many children and young girls run away from their homes because of poverty, abuse and other reasons. Young girls are sometimes cheated in the name of love or marriage. In some cases, the sudden death of a family member can make a child very vulnerable.  These girls can becoming an easy prey to those people who see them as an economic resource.  In our society, we need to work a lot more harder in order to ensure the safety of our girls.","Manasu centre is the only girl-child centric centre in the city of Visakhapatnam. It provides for their accomodation (short or long), food and health care, counselling, formal, non-formal education and vocational training. The centre has the capacity to accommodate up to 45 children. The centre believes that home care is the best care and tries to integrate the child back into their family. However, in cases where children could not be integrate back into their homes it provides a safe home.","The goal of Manasu Girl Care Centre to ensure a better future for the vulnerable girl child, and also to provide permanent shelter for children where integration with the family is not possible. We work towards ensuring the children get a good education and be able to live independently.","Visakhapatnam, Andhra Pradesh - India",http://kidpower.org.in,https://www.facebook.com/ChildSafetyinIndia,https://twitter.com/kidpowerindia
https://www.globalgiving.org/projects/cloth-for-work/,Cloth For Work,GOONJ,90,50000,4,"Ever wondered where many of the clothes,utility and other underutilized items you discard end up? India's urban population of 429 million citizens produce 62 million tonnes of garbage every year adding up to growing environmental woes.Cloth For Work channelizes urban underutilized materials as an important tool to address various developmental activities in rural villages.By annually channelizing 4000+ tons of urban discards, huge chunk of discards are directly prevented from going in landfills","With dwindling resources and rapid urbanization,Urban India is facing huge waste management crisis.Majority of the underutilized material from cities goes to landfills which lead to serious health and environmental concerns.There is lack of empathy and concern around this growing menace while people in rural villages constituting 65% of the population are grappling even for basic resources like water, sanitation etc.There is stark urgency to address this resource disparity.","Goonj is up cycling vast quantities of urban discards into valuable items in the form of comprehensive &quot;Family Kits&quot; use that as an important tool to fuel developmental activities in rural villages while dignifying giving, recycling last shreds of un-wearable clothes and turning it into valuable handmade products and saving it from going in landfills. Over 4000 tonnes of such material gets collected and processed annually; its life cycle is extended for fueling development works Pan-India.","Goonj targets deeper intervention around the marginalized communities and continue to work with them. With two decades of experience in rural development, communities are directly involved in the local development activities and when they work on the creation/repair of local infrastructure, it develops a sense of ownership among them which is the reason why they take full responsibility of maintaining it as well.","New Delhi, Delhi - India",http://www.goonj.org,,
https://www.globalgiving.org/projects/stop-child-sexual-abuse-together-we-can/,STOP CHILD SEXUAL ABUSE: TOGETHER WE CAN!,Ahmedabad Women's Action Group,50,8000,1,"In India, a child is sexually abused every 15 minutes. Thus, it is a problem that cannot be ignored. About 85% of the offenders are known to the victim & only 25% of the victims speak about their plight. Since it is not possible to keep an eye on the children all the time, creating awareness on the issue is the need of the hour. This project aims to fulfill this by undertaking awareness meetings/gatherings with community members, youth and school children in its rural and urban work areas.","During our periodic interactions with community women, they voiced their concerns with regard to safety & security of their children while they were out at work. Women further added that they often have to choose between safety of their children and earning their wages. Parents of sexually abused children are scared to tell anyone due to fear of being shamed in society. The trauma of sexual abuse in children often impacts the children through life; they become guilty, fearful, lonely & worried.","Laws alone are not enough to curb child sexual abuse. The solution lies in creating widespread awareness of the issue by educating community members, youth, teachers & school children. The process in which the children are groomed, lured & victimized is conveyed through audio-visual and visual aids. Children are enlightened about safe & unsafe touch and to get away from an unsafe situation & seek help from a trusted adult. The project thus helps children to be saved from this brutality & trauma.","We have already launched the project by orienting over 100 teachers & youth from the work area. Over the year, 2000 participants covering school children, teachers & youth will be better informed about identifying & preventing child abuse. Parents & teachers will be competent to appropriately respond & help a child when she/he discloses an instance of sexual abuse. The children exposed to awareness through this project will grow into healthy adults without any ill effect of sexual abuse.",Ahmedabad - India,http://www.awagindia.org,https://www.facebook.com/awagindia,
https://www.globalgiving.org/projects/help-kavya-a-poor-girl-complete-her-education/,"Help Kavya , a poor girl , complete her education",Balajothi Centre for the Disabled,40,1000,2,"Kavya is a 16 year old girl , who lives in KGF (Kolar Gold Fields) , near Bangalore. She comes from a very poor family with an unemployed father , who lost his employment , when the Gold Mines stopped its operations .She has a total loss of vision in one eye . Despite her handicap she is a brilliant student and wants to complete her education in College .She is currently in the first year of PUC (Pre University Course).","Kavya  comes from a very poor family with an unemployed father , who lost his employment , when the Gold Mines stopped its operations .She has a total loss of vision in one eye . Despite her handicap she is a brilliant student and wants to complete her education in College .She is currently in the first year of PUC (Pre University Course). Through this project , we aim to gather funds to support her in continuing her education.",The project will help us  gather the necessary funds required for Kavya's education.,"Kavya , in the long run will be able to  be qualified to take up a job and lead an independent life and will be able to support herself and also fer family ,","Bangalore, Karnataka - India",http://www.balajothi.org,https://www.facebook.com/Balajothi-Center-for-the-Disabled,
https://www.globalgiving.org/projects/food-for-education-to-help-children-learn-safely/,Micro Donations to feed children in need in India,Responsenet Development Services,1916,20000,9,"A micro-donation the cost of your next coffee can help immensely. It is important to help children access schools for education, health and to stay safe.  Help us in the mission to Leave No Child Hungry and to work on the fundamental need of food for children to help build a better future by ensuring children stay in schools, learn, play, stay healthy and safe.  Micro-Donations you can make monthly help feed meals to children every day.","According to the Global Nutrition Report,12 India has the world's largest number of stunted (46.6 million) and wasted children (25.5 million). Two percent of its under-five children are overweight. Twenty-three percent of women and 20 percent of men age 15-49 are underweight, and almost the same percentage are overweight or obese (21 percent of women and 19 percent of men). The proportions have doubled in the last decade.","The meals provided are many times the first meal of a child. We help children like Ankita, who is 5 years old migrated to Delhi with her family from Rewa village in MP in search of a better life. Her father is a ragpicker and mother is a house-wife. Ankita and the family had struggled to get their daily meals. Ankita was enrolled and ate meals daily which otherwise she wouldn't have been able to get. This improved her health and learning capacity to help realise her potential.",Long-Term Impact for a better future of vulnerable children:  1. Daily meals ensure better health and thereby creating better concentration power for learning. This minimizes cost and visits to the doctor. 2. Keep children safe from abuse and off the streets.  3. Everyday education and helping build a better future. 4. Increase in Happiness Quotient of Child,NEW DELHI - India,http://responsenet.org/,https://www.facebook.com/Responsenet.org,https://twitter.com/responsenetds
https://www.globalgiving.org/projects/way-forward-after-the-rescue/,WAY FORWARD AFTER THE RESCUE,RESCUE FOUNDATION,342,15000,8,"Rescued Girls are admitted to our Homes and stay with us till they are released as per the Courts.   Once released they are either united with their families, or repatriated to their countries.  Some of them choose to stay back and complete their studies or trainings and pursue jobs.  Over the years we have had nearly 25 such girls who choose to not go back home.  They have been provided temporary Care & Protection in our Group Home.  The Proposed Project is to provide Care, Protection to them","The Problem: Human trafficking is a group of crimes involving trafficking in person of men, women and children for sexual exploitation or for financial gains or other exploitation of trafficked persons. Victims are lured or abducted from their homes and subsequently forced to work against their wish through various means in various establishments, indulge in prostitution or subjected to various types of indignities and even killed or incapacitated for the purposes of begging and trade in humans","Girls who are released and are major this project will support them temporarity to continue their studies, training, seek job opportunities in the city of Mumbai.  Thereby reducing their vulnerability in being re-trafficked by their families or they themselves falling prey to traffickers.  Counseling and Mentoring them will go a long way in restoring them",To Enable the Released Girls to pursue their dreams of Education To Enable them to be trained and secure jobs To Be able to Restore their Lives by uniting them with their families,"Mumbai, Maharashtra - India",http://www.rescuefoundation.net,https://www.facebook.com/RescueFoundationIndia/?ref=bookmarks,https://twitter.com/Rescue Foundation
https://www.globalgiving.org/projects/leprosy-eradication-day/,Supporting Those Affected by Leprosy,VETNGO,1930,30000,30,"We support 154 people affected by Leprosy as they are being completely neglected by their families and society. Without our support their options are limited. We aim to improve life for them by offering self care training for safety, health checkups, clothes, shoes, etc and for livelihood - goat keeping, small shop, poultry, Cow etc. in the hope to improve their lives, empower and uplift them. However, we need your support to do this.","Leprosy is a major challenge in the society. They are facing the problem for food, clothing and shelter, as family and society treat them as secondary members. They are usually felt as a burden and hence their life cycle gets seriously effected. They have major health problems but they get zero treatment and problem gets more severe with age. On the other side, their self respect and esteem are broken in every step","The target Leprosy affected persons are provided self care training for safety, health checkups, clothes, shoes, etc and for livelihood - goat keeping, small shop, poultry, Cow etc. The objective is to provide an option for income generation to the leprosy affected persons. Along with skills upon graduation, they are also assisted in initiating Income Generation Activities. At the same time they are rehabilitated and ultimately they regain self respect and esteem.",It improves the overall status of the Leprosy affected persons. The skills upon graduation decrease their dependency on family. As they start earning income their status and self respect in the family and society improve.,"viluppuram, Tamilnadu - India",http://www.vetngo.org,,
https://www.globalgiving.org/projects/st-marys-hospital-and-nursing-school-building/,St. Mary's Hospital and Nursing School Building,WOMEN FOR WOMEN,245,80000,5,"We started St. Mary's Hospital and Nursing school, 60 poor students were studying Diploma in Nursing in three year course.  We are running Rental  building. It is not sufficient for Teaching and and hostel.  We cover 100 rural villages, they need 24 Hours Emergency clinic for snack biting, BP, Sugar, accident.  35 K.M. distance to the near hospital. We  construct Hospital and School building. It will be very useful for poor students and poor villagers.","We are running the course with Rental building. 60 poor girls were studying in the Diploma in Nursing with three year course. The rooms is not sufficient for Teaching and Practical practices and hostel. We cover 100 villages around Mettukudisai. They are agricultural labours and daily wages. They need 24 Hours Emergency Hospital for snack biting, BP, Sugar, diarria, accident, save their lives.  We construct ST. MARY'S HOSPITAL - CUM - NURSING SCHOOL BUILDING.","When completed the course they will be get Government Job and also Private job. The Girls stand their own legs and earn 10,000/- per month.  24 Hours Emergency Hospital running with help of Nursing students.. We need 11 rooms for teaching , 10 rooms for Hostel and 10 rooms for Hospital and need all necessary medical equipment. The surrounding  village people benefit in the day-night time and emergency period. Protect  snack biting, BP, Sugar, diarrhea, accident, save their lives.","60 poor girl student studying every year and benefited by this course. The Rural and Tribal women and children will be  benefit. 24 Hours Emergency Hospital running with help of Nursing students and One part time doctor in the school campus. Nearly 200,000 people in 100 villages,  directly and indirectly  benefited by this program. We give awareness on health education for women, safe water and sanitation.","KANNAMANGALAM, TAMILNADU - India",http://www.wfwsociety.in,,
https://www.globalgiving.org/microprojects/give-dalit-children-the-gift-of-education/,Give Dalit Children the Gift of Education,Ann Foundation Inc,0,10000,0,"Dalit children suffer the worst treatment in India because their status is so low within society. Even in the 21st century, the &quote;Dalits&quote; are considered untouchable within India. They are generally marginalized with respect to students belonging to other castes, and more than 70% of these students in grades 1-10 drop out of school. Ann Foundation is initiating online English classes in seven villages for Dalit children in Kathiramangalam, Thanjavur District, Tamilnadu, India.","For most Dalit children, education is a distant dream. They are generally marginalized with respect to students belonging to other castes, and more than 70% of these students in grades 1-10 drop out of school. Training in the English language is especially lacking in a Dalit child's education. In general, Dalit girls do not complete their education and often leave school during their primary school years.  Therefore, illiteracy amongst Dalit girls is extremely high.","Ann Foundation is initiating online English classes in seven villages for Dalit children in Kathiramangalam, Thanjavur District, Tamilnadu, India. These English classes will help reduce barriers against Dalit children, barriers that have been put in place through discrimination and educational deprivation.","In multilingual societies such as India, some languages enable greater access to privileges and social opportunities and others lead to deprivation and discrimination. There appears to be a direct correlation between lack of language development and poverty among the Dalit and tribal communities in India. By conducting online English lessons, we hope to enlighten the Dalit children about the modern world and show them how pursuing education can provide them with future opportunities.","Suwanee, GA - USA",http://annfoundation.org,https://www.facebook.com/pages/Ann,https://twitter.com/AnnFoundation
https://www.globalgiving.org/projects/mainstreaming-mental-illness/,Rehabilitation of Persons with Mental Illness,The Association of People with Disability,74,38000,4,"Magnitude of Community Mental Health in India:  Mental health is a growing concern that calls for immense focus from all quarters. It is estimated that 1% of the population, almost 10 million people in the country suffer from some form of mental illness.  State level figures report over 50 Lakh Persons with Mental Illness (PWMIs) and Mental Retardation in Karnataka who are being supported by less than 700 health care professionals, doctors and social workers.","Mental health is a growing concern that calls for immense focus from all quarters. It is estimated that 1% of the population, almost 10 million people in the country suffer from some form of mental illness.  State level figures report over 50 Lakh Persons with Mental Illness (PWMIs) and Mental Retardation in Karnataka who are being supported by less than 700 health care professionals, doctors and social workers.  The focus of public health system is still on mortality rather than morbidity","To identify new PWMI and provide follow up for the existing PWMI to access Psychiatric treatment and continue medication.    To capacitate the primary and secondary stakeholders through mental health training to bring about changes at the district and state level.  To ensure psychological, social and economic independence among PWMI to lead a dignified life.",Persons with Mental Illness stabilize;  access treatment & medication; get back to their previous jobs/self-employment thereby included in the families and community.,"Bangalore, Karnataka - India",http://www.apd-india.org,,
https://www.globalgiving.org/microprojects/provide-breakfast-for-underprivileged-children-9/,Provide Breakfast for Underprivileged Children,Sai Educational Rural & Urban Development Society (SERUDS),0,750,0,"This project feeds breakfast for 40 ravenous underprivileged children in Joy Home Children Orphanage in Kurnool District of Andhra Pradesh, India. Providing the children with essential nutrients that will help them to focus and continue with their education. By giving nutritious breakfast children have good health, can be prevented from dreadful diseases, resistance power in the body can be improved, they can concentrate more on studies to have good career for their bright future.","This Projects provides breakfast to the 40 orphan children age group is 6 to 15 yrs. Child malnutrition limits development and reduces a child's capacity to learn. With no food in their bellies, it's hard for children to concentrate on their studies. Some even drop out of school entirely. Instead of getting an education, children are often forced to beg or work for food. This project will provide healthy breakfast to 40 unfortunate children in Kurnool District of Andhra Pradesh, India.","Every day, abandoned orphan children receive a nutritious breakfast, providing them with the basic nutrients & they need to be grown and preform well in their classes. The breakfast includes Idly, Dosa, Chapathi, Ponganalu, Tiger Rice, Chitrannam, Sambhar, Leafy Veg Curry, Poori. In this daily menu, we provide one breakfast item per day as children like so much these items. It gives these children an incentive to learn and receive an education that will prepare them for a successful future.","This project has potential & impact full in main streaming of orphans & street children. Their basic needs are met & they will get new life through gaining knowledge, vocational skills & life skills. They will get love & affection as if their parents provides. Their confidence level will increase & become good asset to the community. They are developed physically & psychologically & made as good & productive citizens. They will inspire by philanthropy & show humanity towards the community.","KURNOOL, ANDHRA PRADESH - India",http://www.serudsindia.org,,
https://www.globalgiving.org/projects/mobile-clinic-1/,Mobile Clinic,Hyderabad Council of Human Welfare,2701,14720,6,"Mobile Clinic will be operated in a vehicle suitably designed with a reception, Doctors cabin, Laboratory & Pharmacy benefitting the poor, marginalized & homeless population of Hyderabad who cannot afford medical expenses & neglect their health issues to an extent that an easily curable disease becomes sometimes fatal. It is a platform where poor can access complete medical care including checkup, diagnosis & treatment from a qualified & experienced medical doctor free of cost at their doorstep.","The poor neglect their health issues and over a period of time, the easily manageable issue becomes a major concern affecting the individual as well as the entire family. We are grateful to our local Bank who contributed an amount of Rs.2223442/- for the purchase of vehicle & fabrication work. Mobile Clinic is ready to operate. However we need an additional support of Rs.10lacs so as to stuff it with lab Equipments, Medicines,etc so as to make it full-fledged functional including Lab & Pharmacy",Mobile Clinic serves as a doorstep health care delivery mechanism and creates a platform through which the poor can access the quality medical care in time. This facility may go a long way in terms of preventing the poor from aggregating their simple health issue to major serious health conditions that jeopardizes the entire family. We hope to raise the necessary funds required to ensure the smooth & full-fledged functioning of Mobile Clinic through the Global Giving funding platform.,The project can be replicated in other cities on the successful completion of its implementation for a year. The increasing number of such type of Mobile Clinics can be of greater impact to society enabling poor & marginalized access quality health services in time and save their lives. It ensures to fulfill the basic right of human being to healthy life. It is assumed that more than 500 people will benefit through the Mobile Clinic on a day basis.,"Hyderabad, Telangana State - India",http://www.hchw.in,https://www.facebook.com/pages/Hyderabad-Council-of-Human-Welfare/105738702854062,
https://www.globalgiving.org/microprojects/sponsor-a-girl-child-to-access-quality-education-32/,Sponsor a Girl Child to access Quality Education,Sai Educational Rural & Urban Development Society (SERUDS),0,390,0,"This micro project provides quality education to the poor girl child age group 12 to 16yrs studying VI to X Std, as Education is a basic human right, vital to personal & societal development and well-being. This project protects Girl Child from Child Marriages, Trafficking, Domestic Servants, Eradication of illiteracy & Provides Good Quality Education. From this unique project deprived girl child get timely education material support, uniforms, shoes, footwear, test papers, dictionary, schoolbag","Girl Child belongs to poor family background. Her parents are working as daily wage labourers in hazardous jobs Scavenging, Tobacco making, Market yards, construction sites. Due to poverty parents are forcedly sending girl child to landlords homes to work as domestic servant maids. Sometimes these girl children are trapping into other illegal activities. With this unique micro project Girl Child protects from hazardous situations and provides better quality education. She will have bright future","This project solves the problem by giving counseling, providing timely education material support, shoes, school bags, uniforms, lunch box, test papers, required material to study well and regular attendance in the school instead of going to work as domestic servant maids in the landlord houses. Girl children are working as bonded labourers in many places. This project helps girl child to create a hope on her like and can achieve her career dreams. It protects from child marriages, trafficking.","The project will provide an excellent education and opportunities to these 250 underprivileged children for holistic growth and development, which will put them on the path toward breaking the pervasive cycles of poverty in their slum communities and also have bright future in their career. Especially Destitute Girl Children will be protected from Child marriages, trafficking, domestic servant maids. This project creates a chance to lead good career in their professional lives.","KURNOOL, ANDHRA PRADESH - India",http://www.serudsindia.org,,
https://www.globalgiving.org/projects/care-and-school-education-of-street-children/,Care and School Education of Street Children,Janaseva Foundation,907,50000,8,"It is estimated that India has more than 400,000 children living on streets. Number of street children in the city of Pune is a little over 10,427. About 50% children are from 6-14 years age group and 60% were not studying. Our initiative titled &quote;Care & School Education of Street Children&quote; aims to address this problem and help these children to have a bright future. We are conducting this project in Pune city, state of Maharashtra, India. We identify these children to get school education.","In Pune 33% children are involved in vending 17%, in begging 12%, in construction work 42%. These children are often forced to work in tender age to contribute to families' income. Most of children resort to income generating activities such as selling articles, begging, construction work, rag picking, etc. Due to lack of education, they are not able to come out of vicious circle of poverty. We aim to help such children by providing them education so that they will be self-sufficient.",In this project &quot;Care & School Education of street children&quot; we want to build strong future of neglected sections of the society. Our team identifies such children and counsels them and their parents about the importance of education. These children are receiving formal school education. Majority of children enrolled into our program used to beg on the streets for money and/or food and now they don't beg and are now conscious about the basic hygiene. Now they want to transform their lives.,"This initiative is fulfilling the need of the poorest and vulnerable i.e. street children. It has met their need for food, medical care, sound health, school education and thereby good future. They needed the inclusion into society and now are the part of the society. They needed cleanliness, hygiene, articles which we have provided them. These children have become more socially wise.",Pune - India,http://www.janasevafoundation.org,,
https://www.globalgiving.org/microprojects/support-a-poor-girl-child-education-in-india-2/,Support a Poor Girl Child Education in India,Sai Educational Rural & Urban Development Society (SERUDS),0,390,0,"This micro project provides quality education to the poor girl child age group 12 to 16yrs studying VI to X Std, as Education is a basic human right, vital to personal & societal development and well-being. This project protects Girl Child from Child Marriages, Trafficking, Domestic Servants, Eradication of illiteracy & Provides Good Quality Education. From this unique project deprived girl child get timely education material support, uniforms, shoes, footwear, test papers, dictionary, schoolbag","Girl Child belongs to poor family background. Her parents are working as daily wage labourers in hazardous jobs Scavenging, Tobacco making, Market yards, construction sites. Due to poverty parents are forcedly sending girl child to landlords homes to work as domestic servant maids. Sometimes these girl children are trapping into other illegal activities. With this unique micro project Girl Child protects from hazardous situations and provides better quality education. She will have bright future","This project solves the problem by giving counseling, providing timely education material support, shoes, school bags, uniforms, lunch box, test papers, required material to study well and regular attendance in the school instead of going to work as domestic servant maids in the landlord houses. Girl children are working as bonded labourers in many places. This project helps girl child to create a hope on her like and can achieve her career dreams. It protects from child marriages, trafficking.","The project will provide an excellent education and opportunities to these 250 underprivileged children for holistic growth and development, which will put them on the path toward breaking the pervasive cycles of poverty in their slum communities and also have bright future in their career. Especially Destitute Girl Children will be protected from Child marriages, trafficking, domestic servant maids. This project creates a chance to lead good career in their professional lives.","KURNOOL, ANDHRA PRADESH - India",http://www.serudsindia.org,,
https://www.globalgiving.org/projects/support-for-palliative-care-link-centers/,Support for Palliative Care Link -Centers,Bangalore Hospice Trust - Karunashraya,378,25687,7,"Cancer is growing at 11% per year in India. This coupled with the fact that 80% of cancer patients visit hospitals for the first time when the disease has reached its advanced stage. In Bangalore, there are many cancer patients who have not been able to avail our free care. To be able to cater to patients in other parts of Bangalore such as North, South and West Bangalore we have set up &quote;Link Centers&quote; &quote; which will enable us to provide to a larger number of advanced stage cancer patients.","Cancer is growing at 11% per annum in India. This coupled with the fact that 80% of cancer patients visit hospitals for the first time when the disease has reached its advanced stage, there is a huge need for hospice and hospice related services. In the last one year, though we have been witnessing an increase in the number of patients at BHT-Karunashraya, there are still many who have not been able to reach us and avail our services. To be able to cater to patients in other parts of Bangalore.","To be able to cater to patients in other parts of Bangalore such as North, South and West Bangalore we have set up &quot;Link Centers&quot; which will enable us to provide the required support to a large number of patients when they are in their advanced stage of cancer.","Goal: To increase our capacity to support patients and their family members from different parts of Bangalore.  Output: Creating a wider area of service in Bangalore by setting up &quot;Link Centers&quot; in North (Hebbal), South (Wilson Garden), and West  Bangalore.  Measurable indicators : 1.The patient's records, 2.Qualitative feedback from the patient's family 3.Increasing number of patients. Assumptions: Increased area of service will allow our organization to deliver care for more patients.","Bangalore, Karnataka - India",http://www.karunashraya.org/NewSite/Index.html,,
https://www.globalgiving.org/projects/train-50-underprivileged-women-in-beauty-therapy/,Train 50 underprivileged women in beauty therapy,RAHARA ABHIKSHAN,307,2500,16,"Rahara Abhikshan runs an informal school in a suburb of Kolkata. Among other courses, it imparts vocational training to poor women. Through this project, we aim to procure the infrastructure necessary to impart meaningful vocational training in beauty therapy.","We train women who have to run large families on their own, with little or no help from their husbands. Training in beauty therapy provides ready employment to women in parlours and salons, as well as ad-hoc self-employment. A typical training takes six months, and thus we are able to very quickly empower such women with the skills necessary to seek employment.","Providing vocational training in beauty therapy is a costly affair.  Currently, we have two trainers and almost negligible infrastructure. At the bare minimum, we need to buy two salon chairs, the necessary cosmetics for training purposes and other miscellaneous accessories, which are a variety of small instruments used in parlours. We estimate a total infrastructural cost of $ 2,500 to set up an effective training centre.","The project will train 50 women,which will create a better future for their families. They will be able to provide superior food, shelter and education to their kids, which will have a positive impact and societal betterment. Research has shown how empowering women in developing countries leads to superior long-term sustainable growth for their families. Hence, we strongly believe that the right vocational training for women is the path towards a brighter future for the underprivileged.",Kolkata - India,https://www.abhikshan.org,https://www.facebook.com/rahara.abhikshan@gmail.com,
https://www.globalgiving.org/projects/an-alternative-learning-space-for-rural-children/,Aaranyak: A Rural Alternative Learning Space,Shaishav Child Rights,550,50000,2,"The project will fund a rural alternative learning space which allows tribal children to take charge of their education. With the help of the community, we will offer lessons on traditional livelihoods, academic subjects geared toward re-entry to mainstream education if the child chooses, and life skills development. This will be a free learning space entirely dictated by the children with adults acting only as facilitators. This initiative will revitalize local pride and joy of learning.","Tribal communities come from a long history of marginalization.  As India modernizes, tribal societies have found their livelihoods and culture threatened resulting in migration to cities for survival.  Within cities, they face further alienation due to oppressive caste systems and negative stereotypes. Furthermore, as first generation learners, tribal children's parents often don't see the benefit of education in relation to having their children work alongside them, bringing in income.","In order to preserve pride in local culture, while still allowing tribal children to learn and benefit from the life and academic skills of modern India, an innovative educational model is necessary. This will require the inclusion of local community members planning activities, local language and learning materials which incorporate tribal culture. Rather than assimilation, a happy coexistence of tribal and popular culture is key to creating a supportive learning environment.","By 2023, 200 children within Aaranyak will have  acquired age appropriate self design learning skills, life skills, literacy skills, and an understanding of local to global development and environmental issues. Tribal children would exhibit increased self-confidence and self-designed learning skills.  Bonds within their community will be strengthened.   Tribal communities, ashram shalas, and progressive schools would be enlightened to environmental preservation and sustainable living.","Bhavnagar, Gujarat - India",http://www.shaishavchildrights.org,,
https://www.globalgiving.org/projects/para-teacher-in-govt-school-for-child-education/,Para Teacher in Govt school for Child Education,Gram Vikas Trust,65,20000,1,"The term 'para teacher' covers a wide range of incentive based appointment for teaching in schools where no of teachers less are and alternative learning centres or support education training centre. In a broad sense, any appointment, that is a deviation from the past practice in that state, is referred to as a para teacher. This broadly refers to teachers appointed by Gram Vikas Trust in association with school management committee including school principal, on incentive of Rs.2500 to 3000.",After new session began from June'2015 still there is actuate shortage of regular primary teachers in the government primary schools. As per the press note which is published in the sandesh newspaper there is still need of 452 teachers in the district. There are few schools have only 1 or 2 teacher for standard 1 to 8 and children are more than 350. Some school have no Government teacher for std 1 to 5.,Proposal to hire substitute &quot;para teachers&quot; in Government primary  where there is currently an acute shortage of teachers. In association with SMC Gram Vikas Trust identify such teacher within the village or nearby village on incentive base and deploy in the school till new teacher appoint in the schools.,1. 40 para teachers will deployed in primary schools where there is shortage of regular teachers. 2. 1500 children of age group 5 -14 will get regular education in primary schools. 3. The dropout rate of children after 5th & 8th std  will be reduced. 4. Parents seems self-assured confident and happy for their children education and building their future. 5. School Management Committee will take leading role in local self-governance,"Bharuch, Gujarat - India",http://www.gvtbharuch.org,,
https://www.globalgiving.org/projects/empower-women-run-businesses-in-india/,Empower 20 Tamil women through organic farming,VOICE Trust,25,4000,1,"As climate change leads to more drought, women farmers in southern India can barely support themselves and their families on what they grow.  We will teach them to transition to more weather-resilient, nutrient-rich, environmentally friendly crops, and train and fund creation of small businesses to market their produce more effectively. Each enterprise will be run by a group of five women who will inspire, advise, and support each other, and offer a financial safety net.","In Tamil Nadu, most women are dependent on agriculture for sustenance. But climate change is turning once-lush fields into wastelands during the dry months, and increased flooding often washes away the harvest in the wet season: the women work long, hard hours for a meager result.","Organic farming increases crop yield and nutritional value, helps retain water in the dry season, and stabilizes the soil when it rains.  We will provide women's self-help groups with the training and supplies to transition to sustainable organic farming, and ongoing technical, financial, and emotional support to start and run small agribusinesses to market their produce in a way that minimizes food waste and maximizes nutritional value.","By empowering rural women to feed their families better and earn the money to send their children to school and obtain adequate health care, we will raise up the whole village. The women can share their knowledge and wealth, and inspire others. At the same time, more environmentally friendly farming practices will improve overall health and safety, while providing better protection against the impacts of climate change.","Tiruchirpalli, Tamil Nadu - India",http://voicetrust.in,https://www.facebook.com/voice.trust/,https://twitter.com/VOICETrichy
https://www.globalgiving.org/projects/mobile-library-for-slum-children-in-trichy-india/,"Mobile Library for slum children in Trichy, India",New Life,100,10400,1,"A survey says that only 32% of children read 24 out-of-syllabus-books annually in India.The project aims at envisaging the reading and educational opportunities for 1000 children and adults from 4 slums in Trichy. The mobile library (to start with in a two wheeler and 100 books we have) aims at providing weekly service to deepen the children's passion in reading. Children will have access to books & Games (like carom, checkers, chess, etc.) that develop the thinking abilities and life skills.","For people we work with in the 4 slums, to whom bread winning is a daily task, BOOKS &  Board games are a luxury. Libraries are scarce in the locality. No substitutes are available for their reference. Thus, people here have little/no access to books. Students have no opportunity to help them build their thinking skills and creativity and reinforce the lessons they learn at school. Adults have no opportunities to read books to help them develop literacy skills and enforce other technical skills.","Mobile Library (planned to operate in a van) stocked with a wide selection of books and activities for both children &adults will visit each of the 4 slums in Trichy. The mobile library will come to the slum once a week and members will be able to take a maximum of 2 books to read for a week & children can play games. Residents can exchange their books after a week. Reading improves knowledge,  games enhance unity and cooperation. To start with the library operates in the office two wheeler.","The regular mobile library service contains fictional and intellectual books and games  for 1000 children and adults, living in deprived communities. This will improve their knowledge, learning, vocabulary, technical and social skills. People learn to use free time effectively. Books help people  to receive information, write and think better. Participating in a group game enables a child to live in harmony, to cooperate and have friends.  The community gets increased/shared learning resources.","Somarasampettai, Trichirappalli - India",http://www.newlifemfi.org,https://www.facebook.com/pages/New-Life/17508882919,
